seller;data;tipo;sku;quantity;nf;observ
PURPOSE;25/11/2023;Saída;PL-2024-JD;1;244272598;
PURPOSE;25/11/2023;Saída;PL-2024-JD;1;244272595;
PURPOSE;25/11/2023;Saída;PL-2024-JD;1;244272592;
PURPOSE;25/11/2023;Saída;PL-2024-JD;1;244272563;
PURPOSE;25/11/2023;Saída;PL-2024-JD;2;244272557;
PURPOSE;25/11/2023;Saída;PL-2024-JD;1;244272554;
PURPOSE;25/11/2023;Saída;PL-2024-JD;1;244272550;
PURPOSE;25/11/2023;Saída;PL-2024-JD;1;244272528;
PURPOSE;25/11/2023;Saída;PL-2024-JD;1;244272511;
PURPOSE;25/11/2023;Saída;PL-2024-JD;1;244272503;
PURPOSE;25/11/2023;Saída;CART-PR;1;244272321;
PURPOSE;25/11/2023;Saída;CART-PR;1;244272300;
PURPOSE;25/11/2023;Saída;CART-PR;2;244272491;
PURPOSE;25/11/2023;Saída;CART-PR;2;244272486;
PURPOSE;25/11/2023;Saída;CART-PR;2;244272483;
PURPOSE;25/11/2023;Saída;CART-PR;2;244272396;
PURPOSE;25/11/2023;Saída;CART-PR;1;244272395;
PURPOSE;25/11/2023;Saída;CART-PR;1;244272554;
PURPOSE;25/11/2023;Saída;CART-PR;1;244272521;
PURPOSE;25/11/2023;Saída;CART-PR;1;244272510;
PURPOSE;25/11/2023;Saída;CART-PR;4;244272508;
PURPOSE;25/11/2023;Saída;BBL-JOU-VD;2;244272335;
PURPOSE;25/11/2023;Saída;BBL-JOU-VD;1;244272304;
PURPOSE;25/11/2023;Saída;BBL-JOU-VD;1;244272275;
PURPOSE;25/11/2023;Saída;BBL-JOU-VD;1;244272272;
PURPOSE;25/11/2023;Saída;BBL-JOU-VD;1;244272268;
PURPOSE;25/11/2023;Saída;BBL-JOU-VD;1;244272260;
PURPOSE;25/11/2023;Saída;BBL-JOU-VD;1;244272257;
PURPOSE;25/11/2023;Saída;BBL-JOU-VD;1;244272255;
PURPOSE;25/11/2023;Saída;BBL-JOU-VD;1;244272144;
PURPOSE;25/11/2023;Saída;BBL-JOU-VD;1;244272139;
PURPOSE;25/11/2023;Saída;BBL-JOU-VD;1;244272479;
PURPOSE;25/11/2023;Saída;BBL-JOU-VD;1;244272442;
PURPOSE;25/11/2023;Saída;BBL-JOU-VD;1;244272418;
PURPOSE;25/11/2023;Saída;BBL-JOU-VD;1;244272400;
PURPOSE;25/11/2023;Saída;BBL-JOU-VD;1;244272571;
PURPOSE;25/11/2023;Saída;BBL-JOU-VD;1;244272558;
PURPOSE;25/11/2023;Saída;BBL-JOU-VD;1;244272530;
PURPOSE;25/11/2023;Saída;BBL-JOU-VD;1;244272524;
PURPOSE;25/11/2023;Saída;BBL-JOU-VD;1;244272499;
PURPOSE;25/11/2023;Saída;BBL-JOU-VD;1;244272498;
PURPOSE;25/11/2023;Saída;BBL-ANT-BG;1;244272323;
PURPOSE;25/11/2023;Saída;BBL-ANT-BG;1;244272300;
PURPOSE;25/11/2023;Saída;BBL-ANT-BG;1;244272266;
PURPOSE;25/11/2023;Saída;BBL-ANT-BG;1;244272135;
PURPOSE;25/11/2023;Saída;BBL-ANT-BG;1;244272099;
PURPOSE;25/11/2023;Saída;BBL-ANT-BG;1;244272488;
PURPOSE;25/11/2023;Saída;BBL-ANT-BG;1;244272433;
PURPOSE;25/11/2023;Saída;BBL-ANT-BG;1;244272399;
PURPOSE;25/11/2023;Saída;BBL-ANT-BG;1;244272369;
PURPOSE;25/11/2023;Saída;BBL-ANT-BG;1;244272365;
PURPOSE;25/11/2023;Saída;BBL-ANT-BG;1;244272603;
PURPOSE;25/11/2023;Saída;BBL-ANT-BG;1;244272586;
PURPOSE;25/11/2023;Saída;BBL-ANT-BG;1;244272537;
PURPOSE;25/11/2023;Saída;BBL-ANT-BG;1;244272528;
PURPOSE;25/11/2023;Saída;BBL-ANT-BG;1;244272511;
PURPOSE;25/11/2023;Saída;BBL-ANT-BG;1;244272502;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272273;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272266;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272142;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272104;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272493;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272488;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272480;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272479;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272436;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272425;
PURPOSE;25/11/2023;Saída;Kit-MM-II;2;244272421;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272409;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272373;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272372;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272359;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272353;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272352;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272350;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272558;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272551;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272545;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272528;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272518;
PURPOSE;25/11/2023;Saída;Kit-MM-II;1;244272502;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272335;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272324;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272286;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272268;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272151;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272147;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272146;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272145;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;2;244272143;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272142;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272137;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272136;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272134;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272131;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272130;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272129;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272128;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272127;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272126;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272124;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272121;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272120;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272119;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272118;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272117;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272114;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272113;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272112;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272111;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272110;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272107;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272106;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272105;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272104;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;2;244272103;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272101;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272100;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272098;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272489;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;5;244272448;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272445;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272437;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272435;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272430;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272418;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;2;244272407;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272403;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272400;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;3;244272379;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272355;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272352;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272350;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272348;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272582;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272575;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272572;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272563;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272545;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;2;244272522;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272519;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272515;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272504;
PURPOSE;25/11/2023;Saída;KIT-AD-EST;1;244272498;
PURPOSE;25/11/2023;Saída;PL-EST-MT;1;244272151;
PURPOSE;25/11/2023;Saída;PL-EST-MT;1;244272143;
PURPOSE;25/11/2023;Saída;PL-EST-MT;1;244272126;
PURPOSE;25/11/2023;Saída;PL-EST-MT;1;244272103;
PURPOSE;25/11/2023;Saída;PL-EST-MT;1;244272489;
PURPOSE;25/11/2023;Saída;PL-EST-MT;3;244272448;
PURPOSE;25/11/2023;Saída;PL-EST-MT;1;244272445;
PURPOSE;25/11/2023;Saída;PL-EST-MT;1;244272430;
PURPOSE;25/11/2023;Saída;PL-EST-MT;1;244272418;
PURPOSE;25/11/2023;Saída;PL-EST-MT;1;244272407;
PURPOSE;25/11/2023;Saída;PL-EST-MT;1;244272352;
PURPOSE;25/11/2023;Saída;PL-EST-MT;1;244272348;
PURPOSE;25/11/2023;Saída;PL-EST-MT;1;244272545;
PURPOSE;25/11/2023;Saída;PL-EST-MT;1;244272498;
PURPOSE;25/11/2023;Saída;PL-EST-VGR;1;244272335;
PURPOSE;25/11/2023;Saída;PL-EST-VGR;1;244272268;
PURPOSE;25/11/2023;Saída;PL-EST-VGR;2;244272448;
PURPOSE;25/11/2023;Saída;PL-EST-VGR;1;244272437;
PURPOSE;25/11/2023;Saída;PL-EST-VGR;1;244272435;
PURPOSE;25/11/2023;Saída;PL-EST-VGR;1;244272407;
PURPOSE;25/11/2023;Saída;PL-EST-VGR;1;244272403;
PURPOSE;25/11/2023;Saída;PL-EST-VGR;2;244272379;
PURPOSE;25/11/2023;Saída;PL-EST-VGR;1;244272355;
PURPOSE;25/11/2023;Saída;PL-EST-VGR;1;244272350;
PURPOSE;25/11/2023;Saída;PL-EST-VGR;1;244272582;
PURPOSE;25/11/2023;Saída;PL-EST-VGR;1;244272575;
PURPOSE;25/11/2023;Saída;PL-EST-VGR;1;244272563;
PURPOSE;25/11/2023;Saída;PL-EST-VGR;1;244272522;
PURPOSE;25/11/2023;Saída;PL-EST-VGR;1;244272515;
PURPOSE;25/11/2023;Saída;PL-EST-VGR;1;244272504;
PURPOSE;25/11/2023;Saída;PL-EST-RFLO;1;244272324;
PURPOSE;25/11/2023;Saída;PL-EST-RFLO;1;244272286;
PURPOSE;25/11/2023;Saída;PL-EST-RFLO;1;244272143;
PURPOSE;25/11/2023;Saída;PL-EST-RFLO;1;244272113;
PURPOSE;25/11/2023;Saída;PL-EST-RFLO;1;244272103;
PURPOSE;25/11/2023;Saída;PL-EST-RFLO;1;244272098;
PURPOSE;25/11/2023;Saída;PL-EST-RFLO;1;244272400;
PURPOSE;25/11/2023;Saída;PL-EST-RFLO;1;244272379;
PURPOSE;25/11/2023;Saída;PL-EST-RFLO;1;244272522;
PURPOSE;25/11/2023;Saída;PL-EST-RFLO;1;244272519;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272338;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272333;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272331;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272317;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272315;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272309;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272302;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272255;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272146;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272119;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;3;244272408;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272407;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272406;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272405;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272404;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272403;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272402;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272401;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272400;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272399;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272398;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272397;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272396;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272385;
PURPOSE;25/11/2023;Saída;JOUR-BET-MR;1;244272380;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272343;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272342;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272341;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272340;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272339;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272338;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272337;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272335;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272334;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272332;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272330;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;2;244272328;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272326;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272325;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272323;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272322;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272321;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272319;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272318;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272316;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272313;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272312;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272311;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272310;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272291;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272273;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272265;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272260;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;17;244272155;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272146;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272135;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272100;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272396;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272395;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272394;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272387;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272386;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272385;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272384;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272383;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272382;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272381;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272380;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272379;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272376;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272373;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272372;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272371;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272370;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272369;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272368;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272367;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272366;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272365;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272364;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272363;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272362;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272361;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272360;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272359;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272358;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272357;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272356;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272345;
PURPOSE;25/11/2023;Saída;JOUR-BET-BG;1;244272344;
PURPOSE;25/11/2023;Saída;JB-UVV;1;244272318;
PURPOSE;25/11/2023;Saída;JB-UVV;1;244272256;
PURPOSE;25/11/2023;Saída;JB-UVV;1;244272150;
PURPOSE;25/11/2023;Saída;JB-UVV;1;244272132;
PURPOSE;25/11/2023;Saída;JB-UVV;1;244272430;
PURPOSE;25/11/2023;Saída;JB-UVV;2;244272421;
PURPOSE;25/11/2023;Saída;JB-UVV;1;244272405;
PURPOSE;25/11/2023;Saída;JB-UVV;1;244272399;
PURPOSE;25/11/2023;Saída;JB-UVV;1;244272387;
PURPOSE;25/11/2023;Saída;JB-UVV;1;244272386;
PURPOSE;25/11/2023;Saída;JB-UVV;1;244272361;
PURPOSE;25/11/2023;Saída;JB-UVV;1;244272602;
PURPOSE;25/11/2023;Saída;JB-UVV;1;244272589;
PURPOSE;25/11/2023;Saída;JB-UVV;1;244272579;
PURPOSE;25/11/2023;Saída;JB-UVV;1;244272558;
PURPOSE;25/11/2023;Saída;JB-UVV;3;244272519;
PURPOSE;25/11/2023;Saída;JB-UVV;1;244272513;
PURPOSE;25/11/2023;Saída;JB-UVV;1;244272505;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272325;
PURPOSE;25/11/2023;Saída;JB-POC-IT;3;244272302;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272147;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272100;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272492;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272484;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272441;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272440;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272432;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272429;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272427;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272426;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272423;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272421;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272419;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272415;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272411;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272402;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272399;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272396;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272385;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272345;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272524;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272505;
PURPOSE;25/11/2023;Saída;JB-POC-IT;1;244272494;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272332;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272330;
PURPOSE;25/11/2023;Saída;JB-POC-AS;4;244272302;
PURPOSE;25/11/2023;Saída;JB-POC-AS;3;244272273;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272271;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272258;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272255;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272150;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272147;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272492;
PURPOSE;25/11/2023;Saída;JB-POC-AS;2;244272442;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272440;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272439;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272436;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272432;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272431;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272430;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272427;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272426;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272423;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272421;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272419;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272417;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272416;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272415;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272408;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272406;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272405;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272403;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272402;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272401;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272399;
PURPOSE;25/11/2023;Saída;JB-POC-AS;2;244272380;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272373;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272353;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272346;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272579;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272567;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272524;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272518;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272505;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272495;
PURPOSE;25/11/2023;Saída;JB-POC-AS;1;244272494;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272320;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272314;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272300;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272290;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272275;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272264;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272153;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272141;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272138;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272133;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272129;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272104;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272493;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272483;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272480;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272444;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272425;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272408;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272399;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272387;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272350;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272599;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272598;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272597;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272595;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272594;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272592;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272582;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272578;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272574;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272548;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272545;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272544;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272538;
PURPOSE;25/11/2023;Saída;BBL-ANT-MR;1;244272500;
PURPOSE;25/11/2023;Saída;CDJN;1;244272138;
PURPOSE;25/11/2023;Saída;CDJN;1;244272483;
PURPOSE;25/11/2023;Saída;CDJN;1;244272407;
PURPOSE;25/11/2023;Saída;CDJN;1;244272350;
PURPOSE;25/11/2023;Saída;CDJN;1;244272505;
PURPOSE;25/11/2023;Saída;St-not;1;244272329;
